overlay_variant,priority_policy,portfolio_mode,priority_rank,phase,candidate_id,signal_key,module_kept,module_removed,module_deprioritized,module_parked_by_overlay,accepted_trade_count,accepted_net_pnl,skipped_trade_count,skipped_net_pnl
overlay_seed_cluster_deprioritized,rare_setup_first,max_one_trade_per_session,27,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,True,False,True,False,0,0.0,87,2730.48
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,0,phase12a,MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,phase12a::MNQ_12a_odpullback_long_first_pullback_OD15_ema20_retest_two_bar_resume_fill_next_open_hard_stop_time_exit,True,False,False,False,41,153.09,4,529.04
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,1,phase15a,MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,50,150.0,0,0.0
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,2,phase15a,MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_edge_retest_resume_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,10,-295.9,40,445.9
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,3,phase15a,MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,54,959.11,0,0.0
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,4,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt1,True,False,False,False,55,2664.67,2,-147.48
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,5,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_middle_60_only_all_gaps_all_touches_mt2,True,False,False,False,21,-747.04,36,3264.23
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,6,phase11a,MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_midday_response_close_back_inside_fill_next_open_hard_stop_time_exit,True,False,False,False,135,1058.45,16,308.16
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,7,phase14a,MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,48,1231.13,20,-812.3
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,8,phase11a,MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,True,False,False,True,33,598.58,28,-342.4
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,9,phase14a,MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,48,339.42,25,39.72
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,10,phase11a,MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,True,False,False,False,39,-1271.36,88,1726.95
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,11,phase13a,MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,85,1049.29,38,-166.29
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,12,phase13a,MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,2,-145.3,121,1024.3
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,13,phase11a,MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,True,False,False,True,160,1860.85,23,-818.21
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,14,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt1,True,False,False,False,18,-1270.32,53,2240.02
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,15,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,True,False,False,False,8,-913.92,63,1883.62
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,16,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,True,False,False,False,52,665.16,32,336.41
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,17,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt2,True,False,False,False,20,-1098.3,64,2099.87
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,18,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,True,False,False,False,31,-558.45,31,2357.93
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,19,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt2,True,False,False,False,18,-588.32,44,2387.8
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,20,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,True,False,False,False,29,-338.96,49,3294.1
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,21,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,True,False,False,False,27,-986.48,51,3941.62
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,22,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,True,False,False,False,29,-907.96,37,3200.49
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,23,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,True,False,False,False,27,-1083.48,39,3376.01
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,24,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt1,True,False,True,False,23,-891.02,47,2499.58
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,25,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_first_touch_only_mt2,True,False,True,False,23,-891.02,47,2499.58
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,26,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt1,True,False,True,False,33,-1322.92,54,4053.4
overlay_seed_cluster_deprioritized,rare_setup_first,one_trade_at_a_time_chronological,27,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_all_ranges_all_gaps_all_touches_mt2,True,False,True,False,33,-1322.92,54,4053.4
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,0,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_first_touch_only_mt1,True,False,False,False,8,-566.55,54,2366.03
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,1,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf15_opening_response_all_ranges_all_gaps_all_touches_mt2,True,False,False,False,4,-274.46,67,1244.16
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,2,phase10b,MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,phase10b::MNQ_10b_secondary_long_opening_fade_overnight_range_fade_long_tf5_opening_response_all_ranges_all_gaps_all_touches_mt1,True,False,False,False,52,1263.72,32,-262.15
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,3,phase13a,MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,phase13a::MNQ_13a_prior_rth_high_low_breakout_long_close_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,42,55.6,81,827.4
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,4,phase14a,MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_close_rejection_from_level_long_two_bar_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,5,-59.42,68,438.56
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,5,phase14a,MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,phase14a::MNQ_14a_prior_rth_midpoint_rejection_from_level_short_close_confirm_fill_next_open_structure_target_time_exit,True,False,False,False,3,-13.22,65,432.05
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,6,phase15a,MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_power_hour_continuation_long_power_range_breakout_continuation_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,0,0.0,50,150.0
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,7,phase15a,MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,phase15a::MNQ_15a_trend_day_late_pullback_continuation_short_ema20_pullback_resume_close_confirm_fill_next_open_hard_stop_time_exit,True,False,False,False,1,77.26,53,881.85
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,8,phase11a,MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_long_low_fade_OR5_opening_response_close_back_inside_fill_next_open_hard_stop_time_exit,True,False,False,True,112,1513.7,71,-471.06
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,9,phase11a,MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,phase11a::MNQ_11a_orfade_short_high_fade_OR30_opening_response_two_bar_inside_fill_next_open_hard_stop_time_exit,True,False,False,True,8,617.08,53,-360.9
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,10,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt1,True,False,False,False,2,-124.48,64,2417.01
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,11,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_narrowest_20_all_gaps_all_touches_mt2,True,False,False,False,0,0.0,66,2292.53
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,12,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt1,True,False,False,False,0,0.0,78,2955.14
overlay_seed_cluster_excluded,concentration_adjusted_priority,max_one_trade_per_session,13,phase10b,MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,phase10b::MNQ_10b_primary_short_midday_breakout_overnight_range_breakout_short_tf15_midday_response_exclude_widest_20_all_gaps_all_touches_mt2,True,False,False,False,0,0.0,78,2955.14
